Bat1,Runs,BF,SR,4s,6s,Opposition,Ground,Start Date,Batsman,Year,Start Date
0*,0,0,0.0,0,0,South Africa,Johannesburg,02/10/2018,Kuldeep Yadav,2018,2018
2*,2,4,50.0,0,0,South Africa,Port Elizabeth,02/13/2018,Kuldeep Yadav,2018,2018
8*,8,26,30.76,0,0,England,Lord's,07/14/2018,Kuldeep Yadav,2018,2018
0*,0,0,0.0,0,0,Hong Kong,Dubai (DSC),09/18/2018,Kuldeep Yadav,2018,2018
9,9,11,81.81,0,0,Afghanistan,Dubai (DSC),09/25/2018,Kuldeep Yadav,2018,2018
5*,5,5,100.0,0,0,Bangladesh,Dubai (DSC),09/28/2018,Kuldeep Yadav,2018,2018
15*,15,21,71.42,1,0,West Indies,Pune,10/27/2018,Kuldeep Yadav,2018,2018
3,3,6,50.0,0,0,Australia,Sydney,01/12/2019,Kuldeep Yadav,2019,2019
15,15,33,45.45,1,0,New Zealand,Hamilton,01/31/2019,Kuldeep Yadav,2019,2019
3,3,3,100.0,0,0,Australia,Nagpur,03/05/2019,Kuldeep Yadav,2019,2019
10,10,16,62.5,1,0,Australia,Ranchi,03/08/2019,Kuldeep Yadav,2019,2019
1*,1,1,100.0,0,0,Australia,Mohali,03/10/2019,Kuldeep Yadav,2019,2019
8,8,12,66.66,1,0,Australia,Delhi,03/13/2019,Kuldeep Yadav,2019,2019
1,1,2,50.0,0,0,Australia,Kolkata,09/21/2017,Yuzvendra Chahal,2017,2017
0*,0,9,0.0,0,0,Sri Lanka,Dharamsala,12/10/2017,Yuzvendra Chahal,2017,2017
12,12,12,100.0,2,0,England,Lord's,07/14/2018,Yuzvendra Chahal,2018,2018
3,3,5,60.0,0,0,West Indies,Pune,10/27/2018,Yuzvendra Chahal,2018,2018
18*,18,37,48.64,3,0,New Zealand,Hamilton,01/31/2019,Yuzvendra Chahal,2019,2019
0*,0,1,0.0,0,0,New Zealand,Wellington,02/03/2019,Yuzvendra Chahal,2019,2019
0,0,1,0.0,0,0,Australia,Mohali,03/10/2019,Yuzvendra Chahal,2019,2019
1,1,12,8.33,0,0,England,Lord's,09/05/2004,Dinesh Karthik,2004,2004
14,14,23,60.86,2,1,South Africa,Cape Town,11/26/2006,Dinesh Karthik,2006,2006
17,17,38,44.73,2,0,South Africa,Port Elizabeth,11/29/2006,Dinesh Karthik,2006,2006
11,11,15,73.33,2,0,South Africa,Centurion,12/03/2006,Dinesh Karthik,2006,2006
63,63,87,72.41,7,0,West Indies,Cuttack,01/24/2007,Dinesh Karthik,2007,2007
8,8,17,47.05,0,0,West Indies,Chennai,01/27/2007,Dinesh Karthik,2007,2007
31,31,49,63.26,1,0,Sri Lanka,Rajkot,02/11/2007,Dinesh Karthik,2007,2007
4*,4,6,66.66,1,0,Sri Lanka,Margao,02/14/2007,Dinesh Karthik,2007,2007
1,1,9,11.11,0,0,Sri Lanka,Visakhapatnam,02/17/2007,Dinesh Karthik,2007,2007
58*,58,60,96.66,4,0,Bangladesh,Dhaka,05/10/2007,Dinesh Karthik,2007,2007
6,6,4,150.0,1,0,Bangladesh,Dhaka,05/12/2007,Dinesh Karthik,2007,2007
19,19,10,190.0,2,1,South Africa,Belfast,06/26/2007,Dinesh Karthik,2007,2007
32*,32,37,86.48,1,0,South Africa,Belfast,06/29/2007,Dinesh Karthik,2007,2007
14,14,26,53.84,2,0,Scotland,Glasgow,08/16/2007,Dinesh Karthik,2007,2007
44*,44,45,97.77,4,0,England,Southampton,08/21/2007,Dinesh Karthik,2007,2007
1,1,2,50.0,0,0,England,Bristol,08/24/2007,Dinesh Karthik,2007,2007
0,0,2,0.0,0,0,England,Birmingham,08/27/2007,Dinesh Karthik,2007,2007
4,4,22,18.18,1,0,England,Manchester,08/30/2007,Dinesh Karthik,2007,2007
2*,2,3,66.66,0,0,England,Leeds,09/02/2007,Dinesh Karthik,2007,2007
0,0,6,0.0,0,0,Australia,Mumbai,10/17/2007,Dinesh Karthik,2007,2007
67,67,77,87.01,6,1,West Indies,Kingston,06/26/2009,Dinesh Karthik,2009,2009
4,4,5,80.0,0,0,West Indies,Kingston,06/28/2009,Dinesh Karthik,2009,2009
47,47,43,109.3,5,1,West Indies,Gros Islet,07/03/2009,Dinesh Karthik,2009,2009
4,4,11,36.36,0,0,New Zealand,Colombo (RPS),09/11/2009,Dinesh Karthik,2009,2009
16,16,23,69.56,2,0,Sri Lanka,Colombo (RPS),09/12/2009,Dinesh Karthik,2009,2009
34,34,79,43.03,4,0,West Indies,Johannesburg,09/30/2009,Dinesh Karthik,2009,2009
32*,32,31,103.22,4,1,Sri Lanka,Cuttack,12/21/2009,Dinesh Karthik,2009,2009
19*,19,22,86.36,1,0,Sri Lanka,Kolkata,12/24/2009,Dinesh Karthik,2009,2009
48,48,40,120.0,9,0,Sri Lanka,Dhaka,01/10/2010,Dinesh Karthik,2010,2010
34,34,39,87.17,3,1,Bangladesh,Dhaka,01/11/2010,Dinesh Karthik,2010,2010
44,44,56,78.57,5,1,South Africa,Jaipur,02/21/2010,Dinesh Karthik,2010,2010
79,79,85,92.94,4,3,South Africa,Gwalior,02/24/2010,Dinesh Karthik,2010,2010
11,11,11,100.0,2,0,South Africa,Ahmedabad,02/27/2010,Dinesh Karthik,2010,2010
22,22,39,56.41,2,0,Zimbabwe,Bulawayo,05/28/2010,Dinesh Karthik,2010,2010
18,18,26,69.23,3,0,Sri Lanka,Bulawayo,05/30/2010,Dinesh Karthik,2010,2010
33,33,47,70.21,4,0,Zimbabwe,Harare,06/03/2010,Dinesh Karthik,2010,2010
27,27,34,79.41,5,0,Sri Lanka,Harare,06/05/2010,Dinesh Karthik,2010,2010
40,40,43,93.02,6,0,Sri Lanka,Dambulla,06/22/2010,Dinesh Karthik,2010,2010
66,66,84,78.57,9,0,Sri Lanka,Dambulla,06/24/2010,Dinesh Karthik,2010,2010
14,14,20,70.0,2,0,New Zealand,Dambulla,08/10/2010,Dinesh Karthik,2010,2010
10,10,35,28.57,0,0,Sri Lanka,Dambulla,08/16/2010,Dinesh Karthik,2010,2010
9,9,25,36.0,0,0,Sri Lanka,Dambulla,08/22/2010,Dinesh Karthik,2010,2010
0,0,3,0.0,0,0,New Zealand,Dambulla,08/25/2010,Dinesh Karthik,2010,2010
0,0,2,0.0,0,0,Sri Lanka,Dambulla,08/28/2010,Dinesh Karthik,2010,2010
14,14,15,93.33,1,1,South Africa,Cardiff,06/06/2013,Dinesh Karthik,2013,2013
51*,51,54,94.44,8,0,West Indies,The Oval,06/11/2013,Dinesh Karthik,2013,2013
11*,11,15,73.33,1,0,Pakistan,Birmingham,06/15/2013,Dinesh Karthik,2013,2013
6,6,11,54.54,0,0,England,Birmingham,06/23/2013,Dinesh Karthik,2013,2013
23,23,56,41.07,3,0,West Indies,Kingston,06/30/2013,Dinesh Karthik,2013,2013
22,22,41,53.65,2,0,Sri Lanka,Kingston,07/02/2013,Dinesh Karthik,2013,2013
6,6,7,85.71,1,0,West Indies,Port of Spain,07/05/2013,Dinesh Karthik,2013,2013
12,12,18,66.66,0,1,Sri Lanka,Port of Spain,07/09/2013,Dinesh Karthik,2013,2013
23,23,37,62.16,3,0,Sri Lanka,Port of Spain,07/11/2013,Dinesh Karthik,2013,2013
8*,8,15,53.33,1,0,Zimbabwe,Harare,07/24/2013,Dinesh Karthik,2013,2013
69,69,74,93.24,6,0,Zimbabwe,Harare,07/26/2013,Dinesh Karthik,2013,2013
10*,10,19,52.63,1,0,Zimbabwe,Bulawayo,08/03/2013,Dinesh Karthik,2013,2013
2*,2,2,100.0,0,0,Bangladesh,Fatullah,02/26/2014,Dinesh Karthik,2014,2014
4,4,3,133.33,1,0,Sri Lanka,Fatullah,02/28/2014,Dinesh Karthik,2014,2014
23,23,46,50.0,1,0,Pakistan,Dhaka,03/02/2014,Dinesh Karthik,2014,2014
21*,21,27,77.77,3,0,Afghanistan,Dhaka,03/05/2014,Dinesh Karthik,2014,2014
2,2,19,10.52,0,0,West Indies,North Sound,07/02/2017,Dinesh Karthik,2017,2017
50*,50,52,96.15,5,0,West Indies,Kingston,07/06/2017,Dinesh Karthik,2017,2017
37,37,47,78.72,4,0,New Zealand,Mumbai,10/22/2017,Dinesh Karthik,2017,2017
64*,64,92,69.56,4,0,New Zealand,Pune,10/25/2017,Dinesh Karthik,2017,2017
4*,4,3,133.33,0,0,New Zealand,Kanpur,10/29/2017,Dinesh Karthik,2017,2017
0,0,18,0.0,0,0,Sri Lanka,Dharamsala,12/10/2017,Dinesh Karthik,2017,2017
26*,26,31,83.87,3,0,Sri Lanka,Visakhapatnam,12/17/2017,Dinesh Karthik,2017,2017
21,21,22,95.45,3,0,England,Leeds,07/17/2018,Dinesh Karthik,2018,2018
33,33,38,86.84,3,0,Hong Kong,Dubai (DSC),09/18/2018,Dinesh Karthik,2018,2018
31*,31,37,83.78,2,1,Pakistan,Dubai (DSC),09/19/2018,Dinesh Karthik,2018,2018
1*,1,3,33.33,0,0,Bangladesh,Dubai (DSC),09/21/2018,Dinesh Karthik,2018,2018
44,44,66,66.66,4,0,Afghanistan,Dubai (DSC),09/25/2018,Dinesh Karthik,2018,2018
37,37,61,60.65,1,1,Bangladesh,Dubai (DSC),09/28/2018,Dinesh Karthik,2018,2018
12,12,21,57.14,0,0,Australia,Sydney,01/12/2019,Dinesh Karthik,2019,2019
25*,25,14,178.57,2,0,Australia,Adelaide,01/15/2019,Dinesh Karthik,2019,2019
38*,38,38,100.0,5,1,New Zealand,Mount Maunganui,01/28/2019,Dinesh Karthik,2019,2019
0,0,3,0.0,0,0,New Zealand,Hamilton,01/31/2019,Dinesh Karthik,2019,2019
20,20,24,83.33,3,0,Sri Lanka,Ranchi,11/16/2014,Kedar Jadhav,2014,2014
5,5,13,38.46,1,0,Zimbabwe,Harare,07/10/2015,Kedar Jadhav,2015,2015
16,16,13,123.07,1,0,Zimbabwe,Harare,07/12/2015,Kedar Jadhav,2015,2015
105*,105,87,120.68,12,1,Zimbabwe,Harare,07/14/2015,Kedar Jadhav,2015,2015
10*,10,12,83.33,2,0,New Zealand,Dharamsala,10/16/2016,Kedar Jadhav,2016,2016
41,41,37,110.81,2,2,New Zealand,Delhi,10/20/2016,Kedar Jadhav,2016,2016
0,0,1,0.0,0,0,New Zealand,Ranchi,10/26/2016,Kedar Jadhav,2016,2016
39*,39,37,105.4,2,1,New Zealand,Visakhapatnam,10/29/2016,Kedar Jadhav,2016,2016
120,120,76,157.89,12,4,England,Pune,01/15/2017,Kedar Jadhav,2017,2017
22,22,10,220.0,3,1,England,Cuttack,01/19/2017,Kedar Jadhav,2017,2017
90,90,75,120.0,12,1,England,Kolkata,01/22/2017,Kedar Jadhav,2017,2017
25*,25,13,192.3,3,1,Sri Lanka,The Oval,06/08/2017,Kedar Jadhav,2017,2017
9,9,13,69.23,2,0,Pakistan,The Oval,06/18/2017,Kedar Jadhav,2017,2017
13*,13,6,216.66,2,0,West Indies,Port of Spain,06/25/2017,Kedar Jadhav,2017,2017
40*,40,26,153.84,4,1,West Indies,North Sound,06/30/2017,Kedar Jadhav,2017,2017
10,10,14,71.42,0,0,West Indies,North Sound,07/02/2017,Kedar Jadhav,2017,2017
1,1,3,33.33,0,0,Sri Lanka,Pallekele,08/24/2017,Kedar Jadhav,2017,2017
0,0,2,0.0,0,0,Sri Lanka,Pallekele,08/27/2017,Kedar Jadhav,2017,2017
63,63,73,86.3,7,0,Sri Lanka,Colombo (RPS),09/03/2017,Kedar Jadhav,2017,2017
40,40,54,74.07,5,0,Australia,Chennai,09/17/2017,Kedar Jadhav,2017,2017
24,24,24,100.0,2,1,Australia,Kolkata,09/21/2017,Kedar Jadhav,2017,2017
2,2,4,50.0,0,0,Australia,Indore,09/24/2017,Kedar Jadhav,2017,2017
67,67,69,97.1,7,1,Australia,Bengaluru,09/28/2017,Kedar Jadhav,2017,2017
5*,5,8,62.5,1,0,Australia,Nagpur,10/01/2017,Kedar Jadhav,2017,2017
12,12,25,48.0,1,0,New Zealand,Mumbai,10/22/2017,Kedar Jadhav,2017,2017
18,18,10,180.0,1,1,New Zealand,Kanpur,10/29/2017,Kedar Jadhav,2017,2017
1,1,3,33.33,0,0,South Africa,Cape Town,02/07/2018,Kedar Jadhav,2018,2018
28*,28,27,103.7,0,1,Hong Kong,Dubai (DSC),09/18/2018,Kedar Jadhav,2018,2018
19,19,26,73.07,2,0,Afghanistan,Dubai (DSC),09/25/2018,Kedar Jadhav,2018,2018
23*,23,27,85.18,1,1,Bangladesh,Dubai (DSC),09/28/2018,Kedar Jadhav,2018,2018
16*,16,7,228.57,3,0,West Indies,Mumbai (BS),10/29/2018,Kedar Jadhav,2018,2018
61*,61,57,107.01,7,0,Australia,Melbourne,01/18/2019,Kedar Jadhav,2019,2019
22*,22,10,220.0,3,1,New Zealand,Mount Maunganui,01/26/2019,Kedar Jadhav,2019,2019
1,1,7,14.28,0,0,New Zealand,Hamilton,01/31/2019,Kedar Jadhav,2019,2019
34,34,45,75.55,3,0,New Zealand,Wellington,02/03/2019,Kedar Jadhav,2019,2019
81*,81,87,93.1,9,1,Australia,Hyderabad (Deccan),03/02/2019,Kedar Jadhav,2019,2019
11,11,12,91.66,1,0,Australia,Nagpur,03/05/2019,Kedar Jadhav,2019,2019
26,26,39,66.66,3,0,Australia,Ranchi,03/08/2019,Kedar Jadhav,2019,2019
10,10,12,83.33,0,0,Australia,Mohali,03/10/2019,Kedar Jadhav,2019,2019
44,44,57,77.19,4,1,Australia,Delhi,03/13/2019,Kedar Jadhav,2019,2019
0,0,1,0.0,0,0,Bangladesh,Chittagong,12/23/2004,MS Dhoni ,2004,2004
12,12,11,109.09,2,0,Bangladesh,Dhaka,12/26/2004,MS Dhoni ,2004,2004
7*,7,2,350.0,0,1,Bangladesh,Dhaka,12/27/2004,MS Dhoni ,2004,2004
3,3,7,42.85,0,0,Pakistan,Kochi,04/02/2005,MS Dhoni ,2005,2005
148,148,123,120.32,15,4,Pakistan,Visakhapatnam,04/05/2005,MS Dhoni ,2005,2005
28,28,24,116.66,5,0,Pakistan,Jamshedpur,04/09/2005,MS Dhoni ,2005,2005
47,47,64,73.43,4,1,Pakistan,Ahmedabad,04/12/2005,MS Dhoni ,2005,2005
11,11,16,68.75,1,0,Pakistan,Kanpur,04/15/2005,MS Dhoni ,2005,2005
24,24,38,63.15,2,0,Pakistan,Delhi,04/17/2005,MS Dhoni ,2005,2005
2,2,7,28.57,0,0,Sri Lanka,Dambulla,07/30/2005,MS Dhoni ,2005,2005
15*,15,11,136.36,1,1,West Indies,Dambulla,07/31/2005,MS Dhoni ,2005,2005
20,20,27,74.07,1,0,Sri Lanka,Dambulla,08/03/2005,MS Dhoni ,2005,2005
28*,28,13,215.38,1,2,West Indies,Colombo (RPS),08/07/2005,MS Dhoni ,2005,2005
7,7,11,63.63,0,0,Sri Lanka,Colombo (RPS),08/09/2005,MS Dhoni ,2005,2005
2,2,5,40.0,0,0,New Zealand,Bulawayo,08/26/2005,MS Dhoni ,2005,2005
56,56,46,121.73,2,4,Zimbabwe,Harare,08/29/2005,MS Dhoni ,2005,2005
37*,37,27,137.03,3,2,New Zealand,Harare,09/02/2005,MS Dhoni ,2005,2005
67*,67,63,106.34,1,3,Zimbabwe,Harare,09/04/2005,MS Dhoni ,2005,2005
11,11,16,68.75,1,0,New Zealand,Harare,09/06/2005,MS Dhoni ,2005,2005
38,38,28,135.71,3,2,Sri Lanka,Nagpur,10/25/2005,MS Dhoni ,2005,2005
183*,183,145,126.2,15,10,Sri Lanka,Jaipur,10/31/2005,MS Dhoni ,2005,2005
45*,45,43,104.65,1,2,Sri Lanka,Pune,11/03/2005,MS Dhoni ,2005,2005
0,0,1,0.0,0,0,Sri Lanka,Ahmedabad,11/06/2005,MS Dhoni ,2005,2005
80,80,73,109.58,9,3,Sri Lanka,Vadodara,11/12/2005,MS Dhoni ,2005,2005
17,17,28,60.71,1,0,South Africa,Hyderabad (Deccan),11/16/2005,MS Dhoni ,2005,2005
14,14,26,53.84,0,0,South Africa,Kolkata,11/25/2005,MS Dhoni ,2005,2005
12,12,26,46.15,1,0,South Africa,Mumbai,11/28/2005,MS Dhoni ,2005,2005
68,68,53,128.3,11,1,Pakistan,Peshawar,02/06/2006,MS Dhoni ,2006,2006
72*,72,46,156.52,13,0,Pakistan,Lahore,02/13/2006,MS Dhoni ,2006,2006
2*,2,5,40.0,0,0,Pakistan,Multan,02/16/2006,MS Dhoni ,2006,2006
77*,77,56,137.5,6,4,Pakistan,Karachi,02/19/2006,MS Dhoni ,2006,2006
20,20,28,71.42,2,0,England,Delhi,03/28/2006,MS Dhoni ,2006,2006
38,38,55,69.09,2,0,England,Faridabad,03/31/2006,MS Dhoni ,2006,2006
13*,13,6,216.66,1,1,England,Margao,04/03/2006,MS Dhoni ,2006,2006
10*,10,13,76.92,1,0,England,Kochi,04/06/2006,MS Dhoni ,2006,2006
96,96,106,90.56,10,3,England,Jamshedpur,04/12/2006,MS Dhoni ,2006,2006
3,3,10,30.0,0,0,Pakistan,Abu Dhabi,04/18/2006,MS Dhoni ,2006,2006
59,59,72,81.94,5,0,Pakistan,Abu Dhabi,04/19/2006,MS Dhoni ,2006,2006
18,18,11,163.63,2,1,West Indies,Kingston,05/18/2006,MS Dhoni ,2006,2006
2,2,7,28.57,0,0,West Indies,Kingston,05/20/2006,MS Dhoni ,2006,2006
15,15,26,57.69,1,0,West Indies,Basseterre,05/23/2006,MS Dhoni ,2006,2006
46*,46,58,79.31,6,0,West Indies,Port of Spain,05/26/2006,MS Dhoni ,2006,2006
14,14,19,73.68,2,0,West Indies,Port of Spain,05/28/2006,MS Dhoni ,2006,2006
2,2,10,20.0,0,0,West Indies,Kuala Lumpur,09/14/2006,MS Dhoni ,2006,2006
18,18,13,138.46,4,0,West Indies,Kuala Lumpur,09/20/2006,MS Dhoni ,2006,2006
23,23,34,67.64,0,1,Australia,Kuala Lumpur,09/22/2006,MS Dhoni ,2006,2006
7,7,22,31.81,0,0,England,Jaipur,10/15/2006,MS Dhoni ,2006,2006
51,51,65,78.46,1,2,West Indies,Ahmedabad,10/26/2006,MS Dhoni ,2006,2006
28,28,23,121.73,2,0,Australia,Mohali,10/29/2006,MS Dhoni ,2006,2006
14,14,27,51.85,3,0,South Africa,Durban,11/22/2006,MS Dhoni ,2006,2006
55,55,48,114.58,3,4,South Africa,Cape Town,11/26/2006,MS Dhoni ,2006,2006
26,26,21,123.8,4,1,South Africa,Port Elizabeth,11/29/2006,MS Dhoni ,2006,2006
44,44,49,89.79,2,2,South Africa,Centurion,12/03/2006,MS Dhoni ,2006,2006
62*,62,42,147.61,3,4,West Indies,Nagpur,01/21/2007,MS Dhoni ,2007,2007
6,6,19,31.57,0,0,West Indies,Cuttack,01/24/2007,MS Dhoni ,2007,2007
40*,40,20,200.0,1,3,West Indies,Vadodara,01/31/2007,MS Dhoni ,2007,2007
48,48,68,70.58,1,0,Sri Lanka,Rajkot,02/11/2007,MS Dhoni ,2007,2007
67*,67,74,90.54,4,0,Sri Lanka,Margao,02/14/2007,MS Dhoni ,2007,2007
0,0,3,0.0,0,0,Bangladesh,Port of Spain,03/17/2007,MS Dhoni ,2007,2007
29,29,25,116.0,2,1,Bermuda,Port of Spain,03/19/2007,MS Dhoni ,2007,2007
0,0,1,0.0,0,0,Sri Lanka,Port of Spain,03/23/2007,MS Dhoni ,2007,2007
91*,91,106,85.84,7,0,Bangladesh,Dhaka,05/10/2007,MS Dhoni ,2007,2007
36,36,54,66.66,4,0,Bangladesh,Dhaka,05/12/2007,MS Dhoni ,2007,2007
2,2,4,50.0,0,0,Africa XI,Bengaluru,06/06/2007,MS Dhoni ,2007,2007
33,33,38,86.84,2,2,Africa XI,Chennai,06/09/2007,MS Dhoni ,2007,2007
139*,139,97,143.29,15,5,Africa XI,Chennai,06/10/2007,MS Dhoni ,2007,2007
0,0,4,0.0,0,0,South Africa,Belfast,06/29/2007,MS Dhoni ,2007,2007
14*,14,11,127.27,2,0,South Africa,Belfast,07/01/2007,MS Dhoni ,2007,2007
19,19,60,31.66,1,0,England,Southampton,08/21/2007,MS Dhoni ,2007,2007
21,21,18,116.66,3,0,England,Bristol,08/24/2007,MS Dhoni ,2007,2007
13,13,20,65.0,0,0,England,Birmingham,08/27/2007,MS Dhoni ,2007,2007
13,13,18,72.22,1,0,England,Manchester,08/30/2007,MS Dhoni ,2007,2007
24,24,17,141.17,3,0,England,Leeds,09/02/2007,MS Dhoni ,2007,2007
35,35,37,94.59,3,0,England,The Oval,09/05/2007,MS Dhoni ,2007,2007
50,50,72,69.44,4,1,England,Lord's,09/08/2007,MS Dhoni ,2007,2007
58,58,88,65.9,2,2,Australia,Kochi,10/02/2007,MS Dhoni ,2007,2007
33,33,37,89.18,4,0,Australia,Hyderabad (Deccan),10/05/2007,MS Dhoni ,2007,2007
50*,50,35,142.85,5,1,Australia,Chandigarh,10/08/2007,MS Dhoni ,2007,2007
4,4,7,57.14,1,0,Australia,Vadodara,10/11/2007,MS Dhoni ,2007,2007
26,26,29,89.65,2,1,Australia,Nagpur,10/14/2007,MS Dhoni ,2007,2007
5,5,11,45.45,1,0,Australia,Mumbai,10/17/2007,MS Dhoni ,2007,2007
63,63,77,81.81,8,0,Pakistan,Guwahati,11/05/2007,MS Dhoni ,2007,2007
4,4,10,40.0,0,0,Pakistan,Mohali,11/08/2007,MS Dhoni ,2007,2007
49,49,52,94.23,4,2,Pakistan,Kanpur,11/11/2007,MS Dhoni ,2007,2007
45*,45,45,100.0,3,1,Pakistan,Gwalior,11/15/2007,MS Dhoni ,2007,2007
24,24,32,75.0,1,0,Pakistan,Jaipur,11/18/2007,MS Dhoni ,2007,2007
37,37,61,60.65,1,0,Australia,Brisbane,02/03/2008,MS Dhoni ,2008,2008
88*,88,95,92.63,5,1,Sri Lanka,Brisbane,02/05/2008,MS Dhoni ,2008,2008
17*,17,54,31.48,0,0,Australia,Melbourne,02/10/2008,MS Dhoni ,2008,2008
31,31,26,119.23,3,0,Sri Lanka,Canberra,02/12/2008,MS Dhoni ,2008,2008
37,37,50,74.0,1,0,Australia,Adelaide,02/17/2008,MS Dhoni ,2008,2008
50*,50,68,73.52,0,0,Sri Lanka,Adelaide,02/19/2008,MS Dhoni ,2008,2008
36,36,66,54.54,4,0,Australia,Sydney,02/24/2008,MS Dhoni ,2008,2008
15*,15,12,125.0,3,0,Australia,Sydney,03/02/2008,MS Dhoni ,2008,2008
36,36,37,97.29,2,1,Australia,Brisbane,03/04/2008,MS Dhoni ,2008,2008
24,24,23,104.34,5,0,Pakistan,Dhaka,06/10/2008,MS Dhoni ,2008,2008
64,64,59,108.47,3,2,Pakistan,Dhaka,06/14/2008,MS Dhoni ,2008,2008
109*,109,96,113.54,6,6,Hong Kong,Karachi,06/25/2008,MS Dhoni ,2008,2008
26*,26,30,86.66,0,1,Pakistan,Karachi,06/26/2008,MS Dhoni ,2008,2008
76,76,96,79.16,4,0,Pakistan,Karachi,07/02/2008,MS Dhoni ,2008,2008
67,67,62,108.06,5,1,Sri Lanka,Karachi,07/03/2008,MS Dhoni ,2008,2008
49,49,74,66.21,4,0,Sri Lanka,Karachi,07/06/2008,MS Dhoni ,2008,2008
6,6,28,21.42,0,0,Sri Lanka,Dambulla,08/18/2008,MS Dhoni ,2008,2008
39,39,54,72.22,3,0,Sri Lanka,Dambulla,08/20/2008,MS Dhoni ,2008,2008
76,76,80,95.0,8,0,Sri Lanka,Colombo (RPS),08/24/2008,MS Dhoni ,2008,2008
71,71,80,88.75,4,0,Sri Lanka,Colombo (RPS),08/27/2008,MS Dhoni ,2008,2008
1,1,7,14.28,0,0,Sri Lanka,Colombo (RPS),08/29/2008,MS Dhoni ,2008,2008
39,39,32,121.87,3,1,England,Rajkot,11/14/2008,MS Dhoni ,2008,2008
15,15,26,57.69,1,0,England,Indore,11/17/2008,MS Dhoni ,2008,2008
29*,29,51,56.86,4,0,England,Kanpur,11/20/2008,MS Dhoni ,2008,2008
9,9,5,180.0,0,1,England,Bengaluru,11/23/2008,MS Dhoni ,2008,2008
50,50,61,81.96,5,0,England,Cuttack,11/26/2008,MS Dhoni ,2008,2008
61*,61,65,93.84,5,0,Sri Lanka,Dambulla,01/28/2009,MS Dhoni ,2009,2009
23,23,35,65.71,0,0,Sri Lanka,Colombo (RPS),01/31/2009,MS Dhoni ,2009,2009
35*,35,45,77.77,1,0,Sri Lanka,Colombo (RPS),02/03/2009,MS Dhoni ,2009,2009
94,94,96,97.91,4,2,Sri Lanka,Colombo (RPS),02/05/2009,MS Dhoni ,2009,2009
53,53,58,91.37,1,2,Sri Lanka,Colombo (RPS),02/08/2009,MS Dhoni ,2009,2009
84*,84,89,94.38,6,0,New Zealand,Napier,03/03/2009,MS Dhoni ,2009,2009
23*,23,19,121.05,2,0,New Zealand,Wellington,03/06/2009,MS Dhoni ,2009,2009
68,68,58,117.24,5,2,New Zealand,Christchurch,03/08/2009,MS Dhoni ,2009,2009
9,9,21,42.85,1,0,New Zealand,Auckland,03/14/2009,MS Dhoni ,2009,2009
41,41,46,89.13,2,1,West Indies,Kingston,06/26/2009,MS Dhoni ,2009,2009
95,95,130,73.07,6,2,West Indies,Kingston,06/28/2009,MS Dhoni ,2009,2009
46*,46,34,135.29,2,1,West Indies,Gros Islet,07/03/2009,MS Dhoni ,2009,2009
35*,35,65,53.84,4,0,New Zealand,Colombo (RPS),09/11/2009,MS Dhoni ,2009,2009
8,8,18,44.44,0,0,Sri Lanka,Colombo (RPS),09/12/2009,MS Dhoni ,2009,2009
56,56,62,90.32,3,0,Sri Lanka,Colombo (RPS),09/14/2009,MS Dhoni ,2009,2009
3,3,9,33.33,0,0,Pakistan,Centurion,09/26/2009,MS Dhoni ,2009,2009
34,34,46,73.91,4,0,Australia,Vadodara,10/25/2009,MS Dhoni ,2009,2009
124,124,107,115.88,9,3,Australia,Nagpur,10/28/2009,MS Dhoni ,2009,2009
71*,71,95,74.73,6,0,Australia,Delhi,10/31/2009,MS Dhoni ,2009,2009
26,26,46,56.52,2,0,Australia,Mohali,11/02/2009,MS Dhoni ,2009,2009
6,6,15,40.0,0,0,Australia,Hyderabad (Deccan),11/05/2009,MS Dhoni ,2009,2009
24,24,77,31.16,1,0,Australia,Guwahati,11/08/2009,MS Dhoni ,2009,2009
72,72,53,135.84,7,3,Sri Lanka,Rajkot,12/15/2009,MS Dhoni ,2009,2009
107,107,111,96.39,8,2,Sri Lanka,Nagpur,12/18/2009,MS Dhoni ,2009,2009
37,37,70,52.85,3,0,Sri Lanka,Dhaka,01/05/2010,MS Dhoni ,2010,2010
101*,101,107,94.39,9,0,Bangladesh,Dhaka,01/07/2010,MS Dhoni ,2010,2010
32,32,35,91.42,3,0,Bangladesh,Dhaka,01/11/2010,MS Dhoni ,2010,2010
14,14,19,73.68,3,0,Sri Lanka,Dhaka,01/13/2010,MS Dhoni ,2010,2010
26,26,29,89.65,2,0,South Africa,Jaipur,02/21/2010,MS Dhoni ,2010,2010
68*,68,35,194.28,7,4,South Africa,Gwalior,02/24/2010,MS Dhoni ,2010,2010
9,9,7,128.57,0,1,South Africa,Ahmedabad,02/27/2010,MS Dhoni ,2010,2010
38*,38,45,84.44,3,1,Bangladesh,Dambulla,06/16/2010,MS Dhoni ,2010,2010
56,56,71,78.87,2,1,Pakistan,Dambulla,06/19/2010,MS Dhoni ,2010,2010
41,41,53,77.35,6,0,Sri Lanka,Dambulla,06/22/2010,MS Dhoni ,2010,2010
38,38,50,76.0,2,1,Sri Lanka,Dambulla,06/24/2010,MS Dhoni ,2010,2010
2,2,9,22.22,0,0,New Zealand,Dambulla,08/10/2010,MS Dhoni ,2010,2010
23*,23,38,60.52,2,0,Sri Lanka,Dambulla,08/16/2010,MS Dhoni ,2010,2010
